session_id,dialogue_response
449_turn_021,downer (okay)
449_turn_022,thats_good (that's good)
449_turn_023,okay_confirm (okay)
449_turn_024,depression_diagnosed (have you been diagnosed with depression)
449_turn_025,happy_lasttime (tell me about the last time you felt really happy)
449_turn_026,aw (aw)
449_turn_027,mhm (mhm)
449_turn_028,uh_huh (uh huh)
449_turn_029,understand (i understand)
449_turn_030,Ellie17Dec2012_08 (what are you most proud of in your life)
449_turn_031,yeah3 (yeah)
449_turn_032,appreciate_open (thanks for sharing your thoughts with me)
454_turn_000,great_thanks (i'm great thanks)
454_turn_001,often_backB (how often do you go back to your hometown)
454_turn_002,thats_good (that's good)
454_turn_003,why_LA (why did you move to l_a)
454_turn_004,like_about_LA (what are some things you really like about l_a)
454_turn_005,tell_about_that (can you tell me about that)
454_turn_006,yeah3 (yeah)
454_turn_007,travel_trips (i'd love to hear about one of your trips)
454_turn_008,mind (whatever comes to your mind)
454_turn_009,nice (nice)
454_turn_010,mhm (mhm)
454_turn_011,cool3 (cool)
454_turn_012,aw (aw)
454_turn_013,wow (wow)
454_turn_014,parent_hardest (what's the hardest thing about being a parent)
454_turn_015,parent_best (what's the best thing about being a parent)
454_turn_016,parent_differences (what are some ways that you're different as a parent than your parents)
454_turn_017,mhm (mhm)
454_turn_018,sounds_interesting (that sounds interesting)
454_turn_019,tell_about_that (can you tell me about that)
454_turn_020,like_what (like what)
454_turn_021,difficult (how hard is that)
454_turn_022,yeah_downer (yeah)
454_turn_023,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
454_turn_024,nice (nice)
454_turn_025,tell_about_that (can you tell me about that)
454_turn_026,describe_felt (how did you feel in that moment)
454_turn_027,elaborate (could you say a little more about that)
454_turn_028,okay_confirm (okay)
454_turn_029,sorry_hear (i'm sorry to hear that)
454_turn_030,change_directions (what made you decide to do that)
454_turn_031,yeah_downer (yeah)
454_turn_032,elaborate (could you say a little more about that)
454_turn_033,Ellie17Dec2012_06 (wow)
454_turn_034,family_roleB (how close are you to your family)
454_turn_035,tell_about_that (can you tell me about that)
454_turn_036,mhm (mhm)
454_turn_037,feel_lately (how have you been feeling lately)
454_turn_038,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
454_turn_039,okay_confirm (okay)
454_turn_040,depression_diagnosed (have you been diagnosed with depression)
454_turn_041,happy_lasttime (tell me about the last time you felt really happy)
454_turn_042,thats_great (that's great)
454_turn_043,self_change (what are some things you wish you could change about yourself)
454_turn_044,landed_trouble (has that gotten you in trouble)
454_turn_045,okay_confirm (okay)
454_turn_046,bouts_symptoms (when was the last time that happened)
454_turn_047,describe_felt (how did you feel in that moment)
454_turn_048,understand (i understand)
454_turn_049,okay_confirm (okay)
454_turn_050,mind (whatever comes to your mind)
454_turn_051,advice_back (what advice would you give to yourself ten or twenty years ago)
454_turn_052,mind (whatever comes to your mind)
454_turn_053,mhm (mhm)
454_turn_054,awesome (awesome)
454_turn_055,okay_confirm (okay)
455_turn_000,often_backB (how often do you go back to your hometown)
455_turn_001,why2 (why)
455_turn_002,isee_downer (i see)
455_turn_003,mhm (mhm)
455_turn_004,thats_good (that's good)
455_turn_005,uh_huh (uh huh)
455_turn_006,good_hear (that's so good to hear)
455_turn_007,travel_trips (i'd love to hear about one of your trips)
455_turn_008,mind (whatever comes to your mind)
455_turn_009,memorableB (what's one of your most memorable experiences)
455_turn_010,nice (nice)
455_turn_011,wild_laughter3 ((laughter))
455_turn_012,hard_decision (how did you decide to do that)
455_turn_013,see_mean (i see what you mean)
455_turn_014,mm (mm)
455_turn_015,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
455_turn_016,thats_great (that's great)
455_turn_017,last_argument (when was the last time you argued with someone and what was it about)
455_turn_018,okay_confirm (okay)
455_turn_019,mhm (mhm)
455_turn_020,okay_confirm (okay)
455_turn_021,understand (i understand)
455_turn_022,thats_good (that's good)
455_turn_023,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
455_turn_024,mhm (mhm)
455_turn_025,depression_diagnosed (have you been diagnosed with depression)
455_turn_026,happy_lasttime (tell me about the last time you felt really happy)
455_turn_027,BF_describe (how would your best friend describe you)
455_turn_028,uh_huh (uh huh)
455_turn_029,okay_confirm (okay)
455_turn_030,mhm (mhm)
455_turn_031,cool3 (cool)
455_turn_032,asked_everything (okay i think i have asked everything i need to)
456_turn_000,thats_good (that's good)
456_turn_001,really (really)
456_turn_002,often_backB (how often do you go back to your hometown)
456_turn_003,compares_LA (how does it compare to l_a)
456_turn_004,why_LA (why did you move to l_a)
456_turn_005,adapted_LA (how easy was it for you to get used to living in l_a)
456_turn_006,mhm (mhm)
456_turn_007,yeah3 (yeah)
456_turn_008,see_mean (i see what you mean)
456_turn_009,cool3 (cool)
456_turn_010,travel_trips (i'd love to hear about one of your trips)
456_turn_011,awesome (awesome)
456_turn_012,yeah3 (yeah)
456_turn_013,describe_felt (how did you feel in that moment)
456_turn_014,great_situation (that sounds like a great situation)
456_turn_015,change_directions (what made you decide to do that)
456_turn_016,dream_job (what's your dream job)
456_turn_017,difficult (how hard is that)
456_turn_018,mm (mm)
456_turn_019,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
456_turn_020,control_temper (how are you at controlling your temper)
456_turn_021,landed_trouble (has that gotten you in trouble)
456_turn_022,okay_confirm (okay)
456_turn_023,okay_confirm (okay)
456_turn_024,avoid (could you have done anything to avoid it)
456_turn_025,see_mean (i see what you mean)
456_turn_026,yeah_downer (yeah)
456_turn_027,understand (i understand)
456_turn_028,okay_confirm (okay)
456_turn_029,good_hear (that's so good to hear)
456_turn_030,easy_sleep (how easy is it for you to get a good night's sleep)
456_turn_031,sleep_affects (what are you like when you don't sleep well)
456_turn_032,feel_lately (how have you been feeling lately)
456_turn_033,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
456_turn_034,tell_about_that (can you tell me about that)
456_turn_035,thats_good (that's good)
456_turn_036,depression_diagnosed (have you been diagnosed with depression)
456_turn_037,happy_lasttime (tell me about the last time you felt really happy)
456_turn_038,aw (aw)
456_turn_039,uh_huh (uh huh)
456_turn_040,feelbadly (tell me about a time when someone made you feel really badly about yourself)
456_turn_041,isee_downer (i see)
456_turn_042,advice_back (what advice would you give to yourself ten or twenty years ago)
456_turn_043,Ellie17Dec2012_07 (what would you say are some of your best qualities)
456_turn_044,mhm (mhm)
456_turn_045,nice (nice)
456_turn_046,asked_everything (okay i think i have asked everything i need to)
457_turn_000,thats_good (that's good)
457_turn_001,really (really)
457_turn_002,often_backB (how often do you go back to your hometown)
457_turn_003,okay_confirm (okay)
457_turn_004,why_LA (why did you move to l_a)
457_turn_005,wild_laughter3 ((laughter))
457_turn_006,wow (wow)
457_turn_007,dont_like_LA (what are some things you don't really like about l_a)
457_turn_008,see_mean (i see what you mean)
457_turn_009,travel_changed (what do you enjoy about traveling)
457_turn_010,travel_trips (i'd love to hear about one of your trips)
457_turn_011,aw (aw)
457_turn_012,wild_laughter3 ((laughter))
457_turn_013,tell_about_that (can you tell me about that)
457_turn_014,thats_great (that's great)
457_turn_015,cool3 (cool)
457_turn_016,last_argument (when was the last time you argued with someone and what was it about)
457_turn_017,describe_felt (how did you feel in that moment)
457_turn_018,been_hard (that sounds really hard)
457_turn_019,okay_confirm (okay)
457_turn_020,uh_oh (uh oh)
457_turn_021,why2 (why)
457_turn_022,wild_laughter3 ((laughter))
457_turn_023,change_directions (what made you decide to do that)
457_turn_024,isee_downer (i see)
457_turn_025,understand (i understand)
457_turn_026,thats_good (that's good)
457_turn_027,tell_about_that (can you tell me about that)
457_turn_028,how_know (how do you know them)
457_turn_029,cool3 (cool)
457_turn_030,sleep_affects (what are you like when you don't sleep well)
457_turn_031,okay_confirm (okay)
457_turn_032,why2 (why)
457_turn_033,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
457_turn_034,okay_confirm (okay)
457_turn_035,depression_diagnosed (have you been diagnosed with depression)
457_turn_036,tell_about_that (can you tell me about that)
457_turn_037,happy_lasttime (tell me about the last time you felt really happy)
457_turn_038,awesome (awesome)
457_turn_039,Ellie17Dec2012_07 (what would you say are some of your best qualities)
457_turn_040,self_change (what are some things you wish you could change about yourself)
457_turn_041,like_what (like what)
457_turn_042,Ellie17Dec2012_08 (what are you most proud of in your life)
457_turn_043,regret (is there anything you regret)
457_turn_044,advice_back (what advice would you give to yourself ten or twenty years ago)
457_turn_045,wild_laughter3 ((laughter))
457_turn_046,asked_everything (okay i think i have asked everything i need to)
459_turn_000,okay_confirm (okay)
459_turn_001,like_about_LA (what are some things you really like about l_a)
459_turn_002,mhm (mhm)
459_turn_003,see_mean (i see what you mean)
459_turn_004,travel_changed (what do you enjoy about traveling)
459_turn_005,travel_trips (i'd love to hear about one of your trips)
459_turn_006,nice (nice)
459_turn_007,describe_felt (how did you feel in that moment)
459_turn_008,change_directions (what made you decide to do that)
459_turn_009,happy_didthat (are you happy you did that)
459_turn_010,okay_confirm (okay)
459_turn_011,tell_about_that (can you tell me about that)
459_turn_012,okay_confirm (okay)
459_turn_013,mhm (mhm)
459_turn_014,difficult (how hard is that)
459_turn_015,tell_about_that (can you tell me about that)
459_turn_016,see_mean (i see what you mean)
459_turn_017,landed_trouble (has that gotten you in trouble)
459_turn_018,change_directions (what made you decide to do that)
459_turn_019,okay_confirm (okay)
459_turn_020,family_relationship (tell me about your relationship with your family)
459_turn_021,describe_felt (how did you feel in that moment)
459_turn_022,why2 (why)
459_turn_023,okay_confirm (okay)
459_turn_024,tell_about_that (can you tell me about that)
459_turn_025,isee_downer (i see)
459_turn_026,thats_great (that's great)
459_turn_027,why2 (why)
459_turn_028,been_hard (that sounds really hard)
459_turn_029,symptoms_cope (how do you cope with them)
459_turn_030,mhm (mhm)
459_turn_031,understand (i understand)
459_turn_032,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
459_turn_033,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
459_turn_034,depression_diagnosed (have you been diagnosed with depression)
459_turn_035,when_diagnosed (how long ago were you diagnosed)
459_turn_036,why_seek_help (what got you to seek help)
459_turn_037,therapy_going (do you still go to therapy now)
459_turn_038,stop_going (why did you stop)
459_turn_039,mhm (mhm)
